已排时间地点,调课结果
"1-5周 星期一 8-10节 文萃楼I303,1-5周 星期三 8-10节 文萃楼I303,6周 星期一 8-9节 文萃楼I303",
"9-16周 星期二 3-4节 文萃楼I505,9-16周 星期四 3-4节 文萃楼I505",
"1-8周 星期二 3-5节 文萃楼I605,1-8周 星期四 3-5节 文萃楼I605",
"9-16周 星期一 1-2节 文萃楼M233,9-16周 星期四 1-2节 文萃楼M233",
"9-13周 星期一 3-5节 文萃楼I605,9-13周 星期五 3-5节 文萃楼I605,14周 星期一 3-4节 文萃楼I605",
"9-13周 星期一 3-5节 文萃楼I604,9-13周 星期五 3-5节 文萃楼I604,14周 星期一 3-4节 文萃楼I604",
"9-13周 星期一 3-5节 文萃楼I504,9-13周 星期五 3-5节 文萃楼I504,14周 星期一 3-4节 文萃楼I504",
"9-13周 星期一 3-5节 文萃楼I502,9-13周 星期五 3-5节 文萃楼I502,14周 星期一 3-4节 文萃楼I502",
"1-8周 星期二 3-4节 文萃楼G224,1-8周 星期五 3-4节 文萃楼G224",
"1-8周 星期一 8-9节 文萃楼I503,1-8周 星期三 8-9节 文萃楼I503",补课:9周 星期1 6-7节  文萃楼M221
"9-16周 星期二 6-7节 文萃楼M223,9-16周 星期四 6-7节 文萃楼M223",
"9-16周 星期一 8-9节 文萃楼I503,9-16周 星期三 8-9节 文萃楼I503",
"9-16周 星期二 3-4节 文萃楼I304,9-16周 星期四 3-4节 文萃楼I304",
"9-16周 星期一 3-4节 文萃楼M224,9-16周 星期五 3-4节 文萃楼M224",
"1-8周 星期二 6-7节 文萃楼I505,1-8周 星期四 6-7节 文萃楼I505",
"5-8周 星期一 2-5节 文萃楼I201,5-8周 星期三 2-5节 文萃楼I201",
"1-8周 星期一 6-7节 文萃楼I503,1-8周 星期三 6-7节 文萃楼I503",
"9-16周 星期二 1-2节 文萃楼I605,9-16周 星期四 1-2节 文萃楼I605",
"6-15周 星期一 3-5节 文萃楼F503,16周 星期一 3-4节 文萃楼F503",
"9-16周 星期一 12-13节 文萃楼I303,9-16周 星期三 12-13节 文萃楼I303",
9-16周 星期二 6-9节 文萃楼I405,
"9-16周 星期一 6-7节 文萃楼I403,9-16周 星期三 6-7节 文萃楼I403",
"1-8周 星期二 3-4节 文萃楼G221,1-8周 星期四 3-4节 文萃楼G221","调课:7周 星期4 3-4节 李果/6120104773 文萃楼G221 调至:7周 星期6 3-4节 李果/6120104773 ,调课:8周 星期2 3-4节 李果/6120104773 文萃楼G221 调至:7周 星期6 6-7节 李果/6120104773 ,调课:8周 星期4 3-4节 李果/6120104773 文萃楼G221 调至:8周 星期2 3-4节 李果/6120104773 文萃楼I204"
"1-8周 星期一 6-7节 文萃楼I701,1-8周 星期三 6-7节 文萃楼I701",
"6-15周 星期三 3-5节 文萃楼I304,16周 星期三 3-4节 文萃楼I304",
"6-15周 星期三 3-5节 文萃楼I504,16周 星期三 3-4节 文萃楼I504",
"9-13周 星期二 8-10节 文萃楼B227,9-13周 星期四 8-10节 文萃楼B227,14周 星期二 8-9节 文萃楼B227",
"1-8周 星期二 3-4节 文萃楼I505,1-8周 星期四 3-4节 文萃楼I505",
"9-16周 星期二 6-7节 文萃楼M224,9-16周 星期四 6-7节 文萃楼M224",
"1-8周 星期二 8-10节 文萃楼F401,1-8周 星期四 8-10节 文萃楼F401",
"9-13周 星期一 3-5节 文萃楼I704,9-13周 星期五 3-5节 文萃楼I704,14周 星期一 3-4节 文萃楼I704",
"1-5周 星期二 8-10节 文萃楼M221,1-5周 星期四 8-10节 文萃楼M233,6周 星期二 8-9节 文萃楼M221",
"9-16周 星期二 6-7节 文萃楼G223,9-16周 星期四 6-7节 文萃楼G223",
"1-5周 星期二 3-5节 文萃楼F601,1-5周 星期四 3-5节 文萃楼F601,6周 星期二 3-4节 文萃楼F601",
"1-5周 星期二 8-10节 文萃楼I505,1-5周 星期四 8-10节 文萃楼I505,6周 星期二 8-9节 文萃楼I505",调课:3周 星期4 8-10节 卓小杨/6120200082 文萃楼I505 调至:3周 星期5 8-10节 卓小杨/6120200082 文萃楼F405
1-8周 星期五 2-5节 文萃楼I201,
"1-4周 星期一 6-7节 文萃楼I201,1-4周 星期三 6-7节 文萃楼I201",
"1-4周 星期四 3-5节 文萃楼B227,5周 星期四 2-5节 文萃楼B227",
1-8周 星期四 1-4节 文萃楼I705,
"9-16周 星期二 3-5节 文萃楼I502,9-16周 星期四 3-5节 文萃楼I502",
"9-16周 星期二 3-5节 文萃楼I605,9-16周 星期四 3-5节 文萃楼I605",
"9-13周 星期二 3-5节 文萃楼G224,9-13周 星期四 3-5节 文萃楼G224,14-16周 星期二 3-5节 文萃楼G224,14-16周 星期四 3-5节 文萃楼G224",
"11-15周 星期一 8-10节 文萃楼I303,11-15周 星期三 8-10节 文萃楼I303,16周 星期一 8-9节 文萃楼I303",
"9-16周 星期二 6-7节 文萃楼I605,9-16周 星期四 6-7节 文萃楼I605",
"9-16周 星期一 6-7节 文萃楼I503,9-16周 星期三 6-7节 文萃楼I503",
"1-5周 星期二 8-10节 文萃楼I502,1-5周 星期四 8-10节 文萃楼I502,6周 星期二 8-9节 文萃楼I502","调课:5周 星期2 8-10节 张纪海/6120104109 文萃楼I502 调至:5周 星期2 8-10节 陈守合/7420220092 文萃楼I502,补课:7周 星期2 8-10节  文萃楼I505,调课:4周 星期2 8-10节 张纪海/6120104109 文萃楼I502 调至:4周 星期2 8-10节 陈守合/7420220092 文萃楼I502,停课:2周 星期2 8-10节张纪海/6120104109 文萃楼I502,调课:4周 星期4 8-10节 张纪海/6120104109 文萃楼I502 调至:4周 星期4 8-10节 陈守合/7420220092 文萃楼I502,调课:3周 星期4 8-10节 张纪海/6120104109 文萃楼I502 调至:3周 星期4 8-10节 陈守合/7420220092 文萃楼I502,调课:5周 星期4 8-10节 张纪海/6120104109 文萃楼I502 调至:5周 星期4 8-10节 陈守合/7420220092 文萃楼I502"
"1-8周 星期二 1-2节 文萃楼I503,1-8周 星期四 1-2节 文萃楼I503",
"9-13周 星期一 8-10节 文萃楼M125,9-13周 星期四 8-10节 文萃楼M125,14周 星期一 8-9节 文萃楼M125",
1-8周 星期一 8-9节 文萃楼G125,
1-8周 星期二 6-7节 文萃楼M135,
1-8周 星期四 6-7节 文萃楼M135,
1-15周(单) 星期六 10-13节 文萃楼F201,"调课:1周 星期6 10-13节 刘浩/7420190177 文萃楼F201 调至:1周 星期6 10-13节 刘浩/7420190177 ,调课:3-15周(单) 星期6 10-13节 刘浩/7420190177 文萃楼F201 调至:3-15周(单) 星期6 10-13节 刘浩/7420190177"
"9-16周 星期一 12-13节 文萃楼I303,9-16周 星期三 12-13节 文萃楼I303",
"9-16周 星期一 6-7节 文萃楼I403,9-16周 星期三 6-7节 文萃楼I403",
"6-15周 星期五 3-5节 文萃楼I505,16周 星期五 3-4节 文萃楼I505",
"1-5周 星期一 8-10节 文萃楼I303,1-5周 星期三 8-10节 文萃楼I303,6周 星期一 8-9节 文萃楼I303",
"1-5周 星期一 3-5节 文萃楼B129,1-5周 星期三 3-5节 文萃楼B129,6周 星期一 3-4节 文萃楼B129",
"1-8周 星期一 3-4节 综教B301,1-8周 星期四 6-7节 文萃楼M125",
"1-8周 星期一 1-2节 综教B301,1-8周 星期四 3-4节 文萃楼M125",
"9-16周 星期二 8-10节 综教A304,9-16周 星期五 8-10节 文萃楼G125",
"1-12周 星期四 6-7节 文萃楼F305,1-12周 星期五 8-9节 文萃楼F305",调课:4周 星期5 8-9节 刘岭/6120102070 文萃楼F305 调至:4周 星期5 8-9节 刘岭/6120102070 综教B503
"1-8周 星期二 1-2节 文萃楼B233,1-8周 星期四 1-2节 文萃楼B233",
"1-8周 星期一 6-7节 文萃楼M222,1-8周 星期三 6-7节 文萃楼M222",
"9-16周 星期一 3-5节 文萃楼I201,9-16周 星期六 3-5节 文萃楼I201",调课:13周 星期6 3-5节 陈宋生/6120104475 文萃楼I201 调至:13周 星期7 3-5节 陈宋生/6120104475 文萃楼M233
"9-16周 星期二 8-9节 文萃楼I505,9-16周 星期四 8-9节 文萃楼I505",
"1-9周(单) 星期五 11-13节 文萃楼B221,1-9周(单) 星期六 8-10节 文萃楼B221,11周 星期五 11-12节 文萃楼B221",
"9-16周 星期三 3-5节 文萃楼I703,9-16周 星期五 3-5节 文萃楼I703",
1-11周 星期一 11-13节 文萃楼M233,调课:10周 星期1 11-13节 倪跃峰/6120104195 文萃楼M233 调至:13周 星期1 11-13节 倪跃峰/6120104195 文萃楼M233
"1-8周 星期一 8-9节 文萃楼F501,1-8周 星期四 8-9节 文萃楼F501",
"9-16周 星期二 3-5节 文萃楼I301,9-16周 星期四 3-5节 文萃楼I301",
"9-16周 星期一 6-7节 文萃楼M233,9-16周 星期三 6-7节 文萃楼M233","调课:11周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:11周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:16周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:16周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:15周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:15周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:13周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:13周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:10周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:10周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:14周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:14周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:9周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:9周 星期1 6-7节 周游/6120210176 文萃楼M233,调课:12周 星期1 6-7节 沈智扬/6120200018 文萃楼M233 调至:12周 星期1 6-7节 周游/6120210176 文萃楼M233"
"9-16周 星期二 8-10节 文萃楼M221,9-16周 星期四 8-10节 文萃楼M221",
"9-14周 星期一 3-5节 文萃楼G221,9-14周 星期四 8-10节 文萃楼G221,15-16周 星期一 3-5节 文萃楼H124良乡一号机房,15-16周 星期四 8-10节 文萃楼H124良乡一号机房",
"1-8周 星期二 8-9节 文萃楼I501,1-8周 星期四 8-9节 文萃楼I501","调课:2周 星期2 8-9节 贾琳/6120150038 文萃楼I501 调至:2周 星期2 8-9节 Young Hoon Chang/6120180081 文萃楼I501,调课:4周 星期2 8-9节 贾琳/6120150038 文萃楼I501 调至:4周 星期2 8-9节 厉洋军/6120220295 文萃楼I501,调课:5周 星期2 8-9节 贾琳/6120150038 文萃楼I501 调至:5周 星期2 8-9节 张柱/6120220108 文萃楼I501"
"1-8周 星期二 6-7节 文萃楼I601,1-8周 星期四 6-7节 文萃楼I601",
1-16周 星期五 8-9节 文萃楼M233,"调课:5周 星期5 8-9节 王云炜/9120221003 文萃楼M233 调至:5周 星期1 12-13节 王云炜/9120221003 文萃楼M124,调课:10周 星期5 8-9节 王云炜/9120221003 文萃楼M233 调至:10周 星期1 12-13节 王云炜/9120221003 文萃楼M224"
1-16周 星期一 3-4节 文萃楼I103,
9-16周 星期二 7-10节 文萃楼I501,调课:11周 星期2 7-10节 仵胜奇/9120221016 文萃楼I501 调至:12周 星期4 7-10节 仵胜奇/9120221016 文萃楼I102
1-11周 星期三 3-5节 文萃楼I303,调课:5周 星期3 3-5节 赵新洁/9120221006 文萃楼I303 调至:12周 星期3 3-5节 赵新洁/9120221006 文萃楼I303
1-8周 星期四 6-9节 文萃楼I705,
1-11周 星期一 8-10节 文萃楼I302,
2-6周 星期三 11-13节 文萃楼M125,
1-11周 星期一 11-13节 文萃楼I302,
2-6周 星期三 3-5节 文萃楼M224,
"3-6周,8-11周 星期一 8-10节 文萃楼M134","调课:3周 星期1 8-10节 Alisher Erkaboev/9120200006 文萃楼M134 调至:7周 星期1 8-10节 Alisher Erkaboev/9120200006 文萃楼M134,调课:5周 星期1 8-10节 Alisher Erkaboev/9120200006  调至:5周 星期1 8-10节 Alisher Erkaboev/9120200006 文萃楼H130,调课:5周 星期1 8-10节 Alisher Erkaboev/9120200006 文萃楼M134 调至:5周 星期1 8-10节 Alisher Erkaboev/9120200006 ,调课:4周 星期1 8-10节 Alisher Erkaboev/9120200006 文萃楼M134 调至:12周 星期1 8-10节 Alisher Erkaboev/9120200006 文萃楼M134"
"4-6周,8-12周 星期二 6-7节 文萃楼G224","调课:4周 星期2 6-7节 Alisher Erkaboev/9120200006 文萃楼G224 调至:7周 星期2 6-7节 Alisher Erkaboev/9120200006 文萃楼G224,调课:5周 星期2 6-7节 Alisher Erkaboev/9120200006 文萃楼G224 调至:13周 星期2 6-7节 Alisher Erkaboev/9120200006 文萃楼G224"
"4-6周,8-12周 星期二 1-2节 文萃楼H130","调课:4周 星期2 1-2节 Alisher Erkaboev/9120200006 文萃楼H130 调至:7周 星期2 1-2节 Alisher Erkaboev/9120200006 文萃楼H130,调课:5周 星期2 1-2节 Alisher Erkaboev/9120200006 文萃楼H130 调至:13周 星期2 1-2节 Alisher Erkaboev/9120200006 文萃楼H130"
"4-6周,8-12周 星期二 3-4节 文萃楼H126良乡三号机房","调课:6周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼H126良乡三号机房 调至:6周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼G130,调课:5周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼H126良乡三号机房 调至:13周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼G130,调课:4周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼H126良乡三号机房 调至:7周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼G130,调课:8-12周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼H126良乡三号机房 调至:8-12周 星期2 3-4节 Alisher Erkaboev/9120200006 文萃楼G130"
"4-6周,8-13周 星期三 6-7节 文萃楼G223",调课:4周 星期3 6-7节 Tew Wai Kin/9120191024 文萃楼G223 调至:14周 星期3 6-7节 Tew Wai Kin/9120191024 文萃楼G223
"4-6周,8-13周 星期一 6-7节 文萃楼M223","调课:4周 星期1 6-7节 Alisher Erkaboev/9120200006 文萃楼M223 调至:7周 星期1 6-7节 Alisher Erkaboev/9120200006 文萃楼M223,调课:5周 星期1 6-7节 Alisher Erkaboev/9120200006 文萃楼M223 调至:14周 星期1 6-7节 Alisher Erkaboev/9120200006 文萃楼M223"
7-16周 星期三 11-13节 文萃楼M134,
9-13周 星期二 3-5节 文萃楼I302,
9-13周 星期二 8-10节 文萃楼M125,
"3-6周,8-11周 星期四 3-5节 文萃楼H130","调课:4周 星期4 3-5节 Leon Coopasamy/9120211006 文萃楼H130 调至:4周 星期4 3-5节 Leon Coopasamy/9120211006 ,调课:3周 星期4 3-5节 Leon Coopasamy/9120211006 文萃楼H130 调至:12周 星期4 3-5节 Leon Coopasamy/9120211006 文萃楼H130"
"4-6周,8-12周 星期三 8-9节 文萃楼F501",调课:4周 星期3 8-9节 Leon Coopasamy/9120211006 文萃楼F501 调至:13周 星期3 8-9节 Leon Coopasamy/9120211006 文萃楼F501
"4-6周,8-12周 星期三 6-7节 文萃楼F501",调课:4周 星期3 6-7节 Leon Coopasamy/9120211006 文萃楼F501 调至:13周 星期3 6-7节 Leon Coopasamy/9120211006 文萃楼F501
"4-6周,8-12周 星期三 3-4节 文萃楼F504",调课:4周 星期3 3-4节 Leon Coopasamy/9120211006 文萃楼F504 调至:13周 星期3 3-4节 Leon Coopasamy/9120211006 文萃楼F504
3-12周 星期四 6-7节 文萃楼I402,"调课:3-4周 星期4 6-7节 Tew Wai Kin/9120191024 文萃楼I402 调至:13-14周 星期4 6-7节 Tew Wai Kin/9120191024 文萃楼I402,调课:14周 星期4 6-7节 Tew Wai Kin/9120191024 文萃楼I402 调至:12周 星期2 6-7节 Tew Wai Kin/9120191024 文萃楼I103"
3-12周 星期四 8-9节 文萃楼I402,"调课:3-4周 星期4 8-9节 Tew Wai Kin/9120191024 文萃楼I402 调至:13-14周 星期4 8-9节 Tew Wai Kin/9120191024 文萃楼I402,调课:14周 星期4 8-9节 Tew Wai Kin/9120191024 文萃楼I402 调至:12周 星期2 8-9节 Tew Wai Kin/9120191024 文萃楼I301"
9-15周 星期二[6-7节]文萃楼G130;9-14周 星期二[8-10节]文萃楼G130,
7-12周 星期二[8-9节]文萃楼I102;7-11周 星期二[10-10节]文萃楼I102;7-11周 星期四[8-10节]文萃楼I102;12周 星期二[10-10节]文萃楼I102;12周 星期二[6-7节]文萃楼I102,"补课,补课,补课"
1-11周 星期一[3-4节]文萃楼G124;1-10周 星期一[5-5节]文萃楼G124,
"1-6周 星期一[3-4节]文萃楼M124;1-5周 星期一[5-5节]文萃楼M124;1-3,5周 星期五[3-5节]文萃楼F203;4周 星期五[3-5节]综教A406","调课,调课,调课"
9-16周 星期五[2-5节]文萃楼I102,
3-8周 星期二[11-12节]文萃楼B223;3-7周 星期二[13-13节]文萃楼B223;3-7周 星期日[3-5节]文萃楼B223,
1-6周 星期一[6-7节]文萃楼I101;1-5周 星期一[8-8节]文萃楼I101;1-5周 星期三[6-8节]文萃楼I101,
1-8周 星期一[6-7节]文萃楼F702;1-8周 星期四[6-7节]文萃楼F702,
2-5周 星期六[1-2节]文萃楼G124;2-4周 星期六[3-10节]文萃楼G124,
"7-9,12-16周 星期六[2-5节]文萃楼I102",
2-11周 星期五[3-4节]文萃楼B140;2-10周 星期五[5-5节]文萃楼B140;11周 星期五[5-5节]文萃楼B140;12周 星期五[3-4节]文萃楼B140,"调课,调课,调课"
8-13周 星期二[3-4节]文萃楼F101;8-12周 星期二[5-5节]文萃楼F101;8-12周 星期四[3-5节]文萃楼B140,
12-17周 星期二[8-9节]文萃楼M135;12-16周 星期二[10-10节]文萃楼M135;12-16周 星期四[8-10节]文萃楼M135,
10-17周 星期三[6-7节]文萃楼I102;10-17周 星期五[6-7节]文萃楼I102,
1-8周 星期一[6-7节]文萃楼I103;1-8周 星期二[6-7节]文萃楼I103,
1-11周 星期四 11-13节 文萃楼I501,
1-11周 星期四 11-13节 文萃楼I601,
1-11周 星期四 11-13节 文萃楼I404,
1-11周 星期四 11-13节 文萃楼I505,调课:5-11周 星期4 11-13节 曾春媛/6120103100 文萃楼I505 调至:5-11周 星期4 11-13节 曾春媛/6120103100 文萃楼I102
1-11周 星期二 11-13节 文萃楼I703,
1-11周 星期二 11-13节 文萃楼I304,
"3-7周 星期二 11-13节 文萃楼I605,3-7周 星期四 11-13节 文萃楼I605,8周 星期二 11-12节 文萃楼I605",调课:6周 星期2 11-13节 廖华/6120104755 文萃楼I605 调至:8周 星期4 11-13节 廖华/6120104755 文萃楼I605
1-11周 星期四 11-13节 文萃楼I403,
1-11周 星期二 11-13节 文萃楼M233,
1-11周 星期二 11-13节 文萃楼M228,
1-11周 星期二 11-13节 文萃楼I502,"停课:2周 星期2 11-13节张纪海/6120104109 文萃楼I502,补课:12周 星期2 11-13节  文萃楼I502,调课:10周 星期2 11-13节 张纪海/6120104109 文萃楼I502 调至:10周 星期2 11-13节 陈守合/7420220092 文萃楼I502,调课:9周 星期2 11-13节 张纪海/6120104109 文萃楼I502 调至:9周 星期2 11-13节 陈守合/7420220092 文萃楼I502,调课:5周 星期2 11-13节 张纪海/6120104109 文萃楼I502 调至:5周 星期2 11-13节 陈守合/7420220092 文萃楼I502"
1-11周 星期四 11-13节 文萃楼I604,
"11-15周 星期二 11-13节 文萃楼I303,11-15周 星期四 11-13节 文萃楼I303,16周 星期二 11-12节 文萃楼I303",
1-11周 星期二 11-13节 文萃楼M134,
1-11周 星期二 11-13节 文萃楼I204,调课:3-11周 星期2 11-13节 刘铁忠/6120104286 文萃楼I204 调至:3-11周 星期2 11-13节 莫增斌/6120210214 文萃楼I204
1-11周 星期四 11-13节 文萃楼M222,
1-16周 星期四 11-13节 文萃楼I401,
"11周 星期四 11-12节 文萃楼I305,12-16周 星期二 11-13节 文萃楼I305,12-16周 星期四 11-13节 文萃楼I305",
1-11周 星期四 11-13节 文萃楼M221,
1-11周 星期二 11-13节 文萃楼F402,
1-11周 星期四 11-13节 文萃楼M125,调课:8周 星期4 11-13节 陈炜明/6120210104 文萃楼M125 调至:12周 星期4 11-13节 陈炜明/6120210104 文萃楼M125
1-11周 星期四 11-13节 文萃楼F403,"调课:8周 星期4 11-13节 赵鲁涛/6120210209 文萃楼F403 调至:12周 星期4 11-13节 赵鲁涛/6120210209 文萃楼F403,调课:9周 星期4 11-13节 赵鲁涛/6120210209 文萃楼F403 调至:13周 星期4 11-13节 赵鲁涛/6120210209 文萃楼F403"
1-11周 星期二 11-13节 文萃楼I705,
1-11周 星期四 11-13节 文萃楼F501,
1-11周 星期二 11-13节 文萃楼I404,
6-16周 星期二 11-13节 文萃楼F504,
1-11周 星期四 11-13节 文萃楼I703,"调课:6周 星期4 11-13节 吕高燕/6120210138 文萃楼I703 调至:11周 星期6 11-13节 吕高燕/6120210138 ,调课:8周 星期4 11-13节 吕高燕/6120210138 文萃楼I703 调至:8周 星期4 11-13节 吕高燕/6120210138"
1-11周 星期四 11-13节 文萃楼F301,"调课:10周 星期4 11-13节 朱斌/6120170008 文萃楼F301 调至:10周 星期4 11-13节 朱斌/6120170008 ,调课:11周 星期4 11-13节 朱斌/6120170008 文萃楼F301 调至:11周 星期4 11-13节 赵伟刚/6120180027 文萃楼F301"
1-11周 星期二 11-13节 文萃楼M125,
1-11周 星期二 11-13节 文萃楼I701,
6-16周 星期四 11-13节 文萃楼F401,
1-11周 星期四 11-13节 文萃楼I301,调课:2周 星期4 11-13节 周婧/6120180168 文萃楼I301 调至:12周 星期4 11-13节 周婧/6120180168 文萃楼I301
